gene_id,C_0074_BA9_mRNASeq,C_0107_BA9_mRNASeq,H_1106_BA9_mRNASeq,H_0821_BA9_mRNASeq,C_0103_BA9_mRNASeq,C_0113_CAP_mRNASeq,C_0106_BA9_mRNASeq,H_1104_CAP_mRNASeq,C_0114_CAP_mRNASeq,C_0054_BA9_mRNASeq,H_0802_BA9_mRNASeq,H_1105_CAP_mRNASeq,H_0791_BA9_mRNASeq
ENSG00000149571.11,1454.32,1606.48,1395.54,1404.23,1294.18,2137.04,1259.15,2577.91,2245.91,1252.04,1358.07,1758.87,1503.94
ENSG00000278215.1,5.0,10.0,5.0,7.0,5.0,13.0,12.0,5.0,9.0,7.0,9.0,3.0,8.0
ENSG00000110080.18,348.0,571.0,368.0,568.0,344.0,239.0,344.0,188.0,312.0,387.0,368.0,255.0,411.0
ENSG00000166847.9,7466.33,8926.7,8117.31,7038.61,7503.74,7133.72,9266.65,6139.2,6668.07,8821.74,8937.66,6145.46,10002.8
ENSG00000280832.1,112.621,173.202,117.644,215.082,154.659,111.612,181.151,143.344,148.428,105.318,160.185,109.932,174.201
ENSG00000254905.1,4.0,6.0,5.59236,18.7632,3.16365,4.76989,8.7056,19.0906,14.0736,3.94028,10.8848,3.81032,11.0233
ENSG00000110074.10,878.779,1345.7,989.233,783.5939999999998,911.289,736.6419999999998,889.684,666.867,824.0880000000002,1151.43,1160.0,669.791,1221.09
ENSG00000240098.3,30.0825,49.874,35.9391,39.8342,30.6636,34.3065,41.8413,35.1089,42.778,29.0291,50.4051,21.0791,48.6908
ENSG00000247092.6,81.7428,151.32399999999996,108.214,205.892,104.265,133.042,211.716,170.489,167.019,81.8208,132.17,100.532,236.768
ENSG00000222067.1,13.5414,23.4329,13.338,23.0121,10.5015,14.3792,20.565,18.6593,18.4463,15.1645,20.6138,9.6969,40.0114
ENSG00000254694.1,3.0,13.0,1.0,12.0,7.0,10.0,9.0,4.0,6.0,2.0,6.0,7.0,5.0
ENSG00000165526.8,560.807,733.663,588.42,586.6030000000002,523.484,553.226,679.6039999999998,545.3430000000002,581.281,682.2,672.3689999999998,530.239,783.845
ENSG00000254759.1,6.0,10.0,8.00276,5.00453,6.0,8.005189999999999,10.0,1.00085,1.0002799999999998,7.0,3.00312,7.0,8.00257
ENSG00000259478.2,14.4235,27.5144,10.3951,38.4231,17.6842,17.7622,28.768,18.029,16.7205,22.3818,19.1796,21.9346,24.8579
ENSG00000109832.13,1368.24,1456.43,1165.22,1057.36,1141.22,1258.13,1081.12,998.018,1508.97,1484.45,1712.38,1224.13,1223.22
ENSG00000110060.8,198.0,238.117,244.191,172.959,184.0,192.0,308.041,174.0,236.579,248.0,266.694,256.753,447.979
ENSG00000260209.1,125.136,171.537,124.007,194.911,137.475,173.33900000000003,154.455,233.999,207.018,129.194,180.7,117.722,167.96400000000003
ENSG00000237353.6,104.121,240.343,119.628,196.699,155.974,200.729,193.805,226.43400000000003,247.317,123.178,221.256,136.532,238.272
ENSG00000236027.2,23.0,29.0,43.0,42.0,37.0,56.0,56.0,51.0,62.0,27.0,46.0,15.0,21.0
ENSG00000196844.8,73.5679,125.047,88.5944,94.3398,105.98,136.667,141.846,166.111,115.551,84.9701,154.754,99.6553,125.377
ENSG00000171053.9,20.0,46.0,24.9999,50.0,26.0185,41.0,37.0226,41.0,63.0,22.0,50.0,14.0,35.0
ENSG00000134940.13,21.0,25.0,15.0,23.0,29.0,29.0,21.0,25.0,50.0,21.0,40.0,44.0,25.9999
ENSG00000252255.1,3.0,9.0,16.0,14.0,9.0,2.0,3.0,1.0,11.0,12.0,11.0,9.0,6.0
ENSG00000149554.12,105.304,186.735,139.69299999999998,200.28,147.251,173.238,199.606,200.643,222.496,141.065,166.35,154.54399999999995,240.794
ENSG00000279769.1,3.0,13.0,3.0,15.0,8.0,19.0,11.0,17.0,33.0,6.0,17.0,21.0,3.0
ENSG00000209582.1,146.941,53.9724,77.8274,62.8897,104.906,227.902,137.96,129.704,182.89,179.915,88.9412,279.529,123.936
ENSG00000134910.12,1419.17,1448.16,1647.69,884.5039999999998,1087.97,1504.42,1306.35,1084.13,1423.39,1929.54,1566.43,1473.44,1500.35
ENSG00000254671.2,18.0,31.0,17.0,26.7625,16.0,15.0,26.0,13.0,21.0,15.0,28.5319,26.0,31.0
ENSG00000149557.12,5914.52,7909.14,8708.96,5155.5,4231.68,5441.55,4116.64,3704.94,5421.0,7067.65,5246.25,5757.62,5053.76
ENSG00000254932.2,11.0,50.0,19.0,62.0,49.0,7.0,55.0,23.0,20.0,8.0,57.0,29.0,33.0
ENSG00000259290.1,11.0,44.0,26.017,33.4362,38.1889,13.0,47.053,12.1643,13.0,33.015,45.0,19.3042,56.0639
ENSG00000166073.9,891.0,1156.4,1088.03,1195.92,947.501,1163.83,1058.14,1099.65,1340.71,1124.2,1206.51,1226.44,1688.16
ENSG00000165495.15,1304.2,1472.67,1167.37,2228.71,2001.11,782.316,1364.93,644.7769999999998,1067.71,1217.54,1579.26,509.423,1722.8
ENSG00000254880.1,1.0,7.0,0.0,13.0,2.0,2.0,7.0,1.0,7.0,2.0,8.0,4.0,14.0
ENSG00000187686.4,21.3626,30.0766,27.0429,33.8866,22.6155,18.526,35.7828,23.589,27.1135,26.1992,26.5169,17.079,57.8821
ENSG00000134955.11,113.867,128.336,113.629,155.684,94.5476,152.401,101.769,115.953,219.313,109.119,118.18,91.6676,93.927
ENSG00000149548.14,39.0696,128.659,87.0881,123.402,74.0499,94.825,27.4383,21.3126,130.461,49.4543,54.6061,143.664,66.7451
ENSG00000165478.6,2614.93,5211.24,4181.01,4473.89,3164.79,2998.7,2277.76,2652.89,3859.47,4066.28,3264.87,5764.17,3486.71
ENSG00000245498.6,292.433,714.3860000000002,408.932,713.663,473.966,441.762,506.261,499.048,627.317,345.1740000000001,528.469,424.871,612.797
ENSG00000279342.1,38.0,113.0,71.0,59.0,65.0,40.0,61.0,52.0,91.0,48.0,60.0,50.0,42.0
ENSG00000279527.1,12.0,18.0,10.0,16.0,7.0,4.0,17.0,8.0,14.0,7.0,10.0,6.0,25.0
ENSG00000120458.10,293.0,432.829,389.0,498.0,363.0,325.9170000000001,484.0,406.0,514.8919999999998,356.0,377.0,312.0,544.0
ENSG00000149564.11,239.135,371.676,334.485,399.115,166.46,196.529,199.956,334.407,618.015,251.919,288.328,377.641,293.692
ENSG00000019102.11,62.0,130.0,82.0,161.0,103.0,60.0,63.0,129.0,105.0,69.0,60.0,104.0,120.0
ENSG00000255045.1,45.0,69.0,33.0,81.0,57.0,31.0,48.0,73.0,53.0,34.0,42.0,22.0,42.0
ENSG00000154146.12,3330.0,3929.0,2748.0,3792.0,2730.0,1776.0,2080.0,2003.0,2606.0,2484.01,1812.0,1477.0,2025.0
ENSG00000198911.11,4829.0,8046.0,5077.13,9664.0,6009.0,3830.0,5063.0,3777.0,5259.76,4878.57,5609.0,2982.0,5415.97
ENSG00000249459.8,238.649,255.105,245.236,337.411,181.779,244.796,314.723,254.81,300.356,307.756,307.341,215.082,366.128
ENSG00000171956.6,9.09309,5.0,6.0,8.03864,10.0,7.0,10.0,12.2263,11.0376,4.0,13.0,5.0,7.005210000000001
ENSG00000110013.12,1887.3,1653.98,1876.72,1066.74,1253.22,1240.82,1425.16,1031.17,1169.57,2001.5,1753.73,1408.7,2248.51
ENSG00000154144.12,3615.95,3972.85,3919.06,2757.38,3066.45,2961.85,2981.39,3241.86,3554.21,3785.52,3696.65,3142.87,3611.89
ENSG00000154143.2,3.0,11.0,11.0,13.0,15.0,7.0,22.0,14.0,5.0,9.0,10.0,9.0,12.0
ENSG00000132024.17,679.9810000000001,1105.93,611.945,1445.11,1072.42,609.561,841.12,633.118,1074.53,584.45,955.094,432.796,978.502
ENSG00000196119.6,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,34.0,0.0
ENSG00000254646.1,1.0,0.0,1.0,1.0,2.0,3.0,5.0,6.0,11.0,2.0,3.0,20.0,4.0
ENSG00000229386.2,4.0,2.0,11.0,3.0,0.0,1.0,2.0,1.0,4.0,0.0,2.0,12.0,8.0
ENSG00000174099.10,473.931,710.9580000000002,644.114,491.182,552.464,704.806,600.725,704.581,775.4839999999998,690.2410000000001,641.7669999999998,667.4169999999998,669.669
ENSG00000254976.1,10.0,8.0,14.0,6.0,8.0,4.0,6.0,14.0,10.0,12.0,7.0,2.0,10.0757
ENSG00000272884.1,0.0,4.92718,17.392,37.6845,12.522,26.4847,11.6792,19.7639,8.92177,11.7417,7.013539999999999,35.7836,10.0845
ENSG00000083520.14,2069.3,2913.25,2586.92,2652.87,2164.45,2380.39,2340.96,2049.63,2598.35,2834.45,2910.84,2660.69,2676.73
ENSG00000160183.13,51.1625,49.6101,43.6149,134.364,55.4612,58.1898,43.5343,168.482,131.458,28.8042,50.1389,254.457,47.0548
ENSG00000160113.5,329.973,279.932,304.0,293.749,241.0,240.0,358.0,130.864,229.001,300.0,278.931,201.0,371.9380000000001
ENSG00000241054.1,5.0,4.0,1.0,11.0,6.0,3.0,3.0,13.0,9.0,4.0,5.0,8.0,4.0
ENSG00000204300.6,1.0,6.0,3.0,6.0,10.0,2.0,11.0,1.0,5.0,5.0,6.0,2.0,3.0
ENSG00000221931.2,6.0,9.0,12.0,6.0,9.0,2.0,9.0,1.0,5.0,11.0,18.0,6.0,3.0
ENSG00000166261.10,354.0,546.0,466.0,581.0,489.0,389.0,621.0,435.0,450.001,379.0,468.001,275.0,699.0
ENSG00000254467.1,84.2616,168.52599999999995,133.905,174.833,142.784,105.606,166.47299999999996,144.822,142.84799999999996,101.311,175.422,87.6958,183.32
ENSG00000166257.8,7792.18,8922.32,9071.38,7204.98,7416.59,3529.35,8443.23,2895.34,3779.6,8068.68,9027.55,2762.88,8733.89
ENSG00000254449.1,16.0,51.0391,38.0,71.3314,58.0,24.03,52.0,53.0791,35.0288,16.0,63.0,26.0216,59.1503
ENSG00000023171.15,5152.12,7942.08,5845.93,6203.19,6274.47,3868.38,7203.87,4612.66,4967.31,6199.46,7077.23,3449.37,8574.69
ENSG00000111229.15,4269.97,1806.97,3662.98,1238.0,1997.96,2981.99,1817.98,2123.98,2423.87,3871.0,2784.97,4544.0,2563.0
ENSG00000254710.1,11.0,10.0,9.0,9.0,5.0,2.0,9.0,1.0,3.0,8.0,12.0,2.0,10.0
ENSG00000166250.11,332.355,361.948,398.201,322.784,255.634,126.249,332.343,131.067,201.233,387.497,466.936,152.998,374.843
ENSG00000109971.13,52916.0,41522.0,54856.1,30655.0,27168.0,31065.1,51190.0,34614.0,23248.0,57845.0,42386.0,45371.0,60087.0
ENSG00000277991.4,71.1937,168.43,323.548,151.139,258.209,38.4954,141.958,75.7508,263.74,31.1804,183.971,60.4815,198.968
ENSG00000162063.12,233.131,442.601,253.274,648.585,394.312,216.847,451.919,355.048,345.6790000000001,316.382,335.213,259.998,493.213
ENSG00000199709.1,2.0,5.0,5.0,1.0,4.0,7.0,5.0,16.0,6.0,0.0,3.0,2.0,4.0
ENSG00000109944.10,240.516,284.34,261.699,368.96,322.879,494.91,356.741,554.602,478.798,263.219,384.61,364.154,432.599
ENSG00000109943.8,37.5988,39.9823,27.9713,20.9053,25.8008,29.4098,35.4953,25.4315,30.7254,21.1346,33.2053,36.4582,41.1276
ENSG00000279681.1,4.0,12.0,13.0,21.0,14.0,3.0,1.0,14.0,12.0,5.0,9.0,20.0,15.0
ENSG00000277142.1,42.0,133.0,63.0,157.0,80.0,79.0,90.0,103.0,106.0,50.0,73.0,94.0,129.0
ENSG00000198960.10,285.0,297.0,395.713,235.613,267.0,274.999,293.711,242.688,334.0,341.413,289.877,447.562,367.696
ENSG00000260776.5,1.01904,0.0,30.0,26.0,28.0,1.0359,0.0,16.0,9.0,5.0,7.0,16.5469,16.5064
ENSG00000255219.1,9.0,26.0,46.0,16.0,13.0,27.0,4.0,13.0,19.0,17.0,16.0,35.0,6.0
ENSG00000087589.16,81.7009,102.494,108.25,127.124,126.152,120.286,131.60399999999998,164.713,127.341,119.078,159.311,94.2893,168.58599999999996
ENSG00000259571.1,13.0,34.0,34.0,53.0,17.0,28.0,21.0,15.0,34.0,12.0,24.0,40.0,21.0
ENSG00000109929.9,3778.23,3008.36,3866.11,1715.45,2616.45,1790.59,2772.77,1219.17,1652.07,3831.39,2802.38,2147.29,2786.43
ENSG00000109927.9,268.0,426.0,304.0,315.001,287.0,370.0,236.0,305.0,346.001,261.0,326.0,264.0,279.0
ENSG00000154114.12,1451.53,1814.55,1815.94,1056.17,1362.15,1638.94,1305.78,1306.32,1409.82,1816.93,1479.43,1421.67,1710.29
ENSG00000250493.2,100.454,194.617,158.91299999999995,169.69400000000005,141.74,166.854,203.732,234.117,166.99599999999995,143.245,211.787,105.28,179.644
ENSG00000230071.2,19.0,40.01300000000001,21.0017,44.0127,39.0046,27.002,31.0,34.0025,34.0066,14.0,37.01,64.0,39.0035
ENSG00000149403.11,681.9989999999998,684.0,595.0,633.999,501.0,761.0,557.293,1037.0,830.238,476.0,562.0,659.0,520.0
ENSG00000258555.6,188.52,142.743,138.174,59.3792,71.5342,44.1842,111.423,110.64,141.97899999999996,171.107,57.8299,132.875,171.63299999999995
ENSG00000274303.1,11.0,11.0,16.0,26.0,17.0,23.0,18.0,17.0,14.0,6.0,15.0,42.0,17.0
ENSG00000137709.9,39.3299,47.5026,34.247,36.5677,32.1142,22.0911,54.4733,35.1878,53.8061,29.706,62.5948,25.8989,44.8281
ENSG00000248550.3,103.143,227.594,181.115,161.334,175.86900000000003,140.746,159.254,133.563,161.27,123.411,208.668,102.594,191.771
ENSG00000184232.8,667.967,392.869,471.732,379.54,433.7480000000001,535.1519999999998,278.2,260.298,386.598,286.368,415.174,367.15,311.9840000000001
ENSG00000176984.6,65.5699,93.7059,81.2339,102.447,89.7351,49.1013,82.324,81.399,88.9372,45.7504,104.878,70.1541,86.52600000000002
ENSG00000137699.16,22.0,34.0,12.0,19.0,36.0,32.1615,9.0,6.0,7.0,13.0,29.0,17.0,10.0
ENSG00000254863.1,17.0,50.0,39.0,32.0,29.0,12.0,13.0,19.0,22.0,20.0,25.0,23.0,16.0
ENSG00000255247.1,8.0,17.0,7.0,36.0,25.0,15.0,20.0,2.0,12.0,7.0,7.0,14.0,11.0
ENSG00000110400.10,2280.0,2403.0,2197.0,2073.0,2058.0,564.0,1268.0,234.0,548.0,1530.18,1571.99,409.0,1625.0
ENSG00000154096.13,14466.0,12421.0,15222.0,8787.0,10714.0,14719.9,14102.0,9260.01,9543.0,15640.0,12809.0,12450.0,17736.0
ENSG00000254590.1,11.0,39.278,5.0,13.0,8.097010000000001,16.0,8.0,38.0,34.0,8.0,21.0,17.0,11.0
ENSG00000245248.7,38.3353,109.293,76.1682,74.8321,70.8698,116.298,43.1662,110.716,114.7,66.9866,78.2995,103.395,44.8108
ENSG00000254740.2,6.0,17.5252,8.50681,16.9822,7.65538,13.035,7.896089999999999,47.1209,19.3398,3.0,8.46371,4.93962,16.7039
ENSG00000036672.15,482.0,958.476,600.493,772.0189999999999,599.345,1089.97,717.1039999999998,1068.88,997.66,702.0,579.536,998.061,722.296
ENSG00000235718.8,6.83074,6.19234,1.38802,13.7039,1.0,9.04535,1.0,2.48002,3.01127,4.2523,4.0309,18.573,2.49697
ENSG00000223953.5,73.1693,25.8077,48.6119,64.2961,58.0,116.954,32.0,67.52,114.988,74.7477,41.969,132.42700000000002,56.5031
ENSG00000173456.4,374.0,615.0,429.0,424.0,426.0,381.0,451.0,315.0,404.0,434.0,458.0,295.0,499.0
ENSG00000248712.7,42.4838,47.243,57.0006,61.0874,42.3956,111.382,36.2259,63.9419,57.4064,50.5029,61.4626,52.8539,52.4838
ENSG00000160703.15,185.0,238.0,171.0,248.0,155.0,184.0,82.0,206.0,250.0,124.0,160.0,177.0,125.0
ENSG00000172273.12,776.2539999999998,1297.19,1020.18,1223.22,886.885,1090.42,1245.77,1377.25,1221.45,980.1,1233.67,879.025,1408.08
ENSG00000172269.17,314.045,329.051,335.0780000000001,287.147,254.0,259.16200000000003,302.0,315.46,302.886,363.098,353.041,260.028,461.0
ENSG00000188486.3,202.0,267.0,241.0,255.0,217.0,203.0,263.0,151.0,179.0,252.0,216.0,226.0,290.0
ENSG00000160695.14,1608.62,1944.79,1631.87,1308.81,1364.53,1309.45,1241.79,1004.39,1422.09,1760.67,1648.03,1291.98,1368.86
ENSG00000272186.1,8.0,9.0,6.0,6.0,14.0,7.0,7.0,5.0,7.0,11.0,13.0,11.0,14.0
ENSG00000137700.16,340.0,320.973,302.9770000000001,375.888,312.822,183.0,257.902,144.0,366.0,462.0,329.876,174.0,318.0
ENSG00000118181.10,8038.99,3381.92,5693.89,1805.95,4703.11,7090.45,5080.98,5336.0,4859.92,7913.99,6334.98,11318.9,5668.96
ENSG00000254909.1,35.0,47.0,29.0,30.0,45.0,32.0,27.0,19.0,44.0,40.0,63.0,49.0,22.0
ENSG00000254428.1,68.2017,119.472,77.5,107.681,108.906,70.3014,90.4689,76.6506,90.6719,83.8504,111.081,59.5747,108.622
ENSG00000240970.1,22.0252,44.0,20.0,47.0,49.0,30.0,36.0,30.0,51.0,33.0,39.0,24.0,33.0
ENSG00000186166.8,561.362,1114.58,657.8380000000002,891.934,971.297,723.7239999999998,725.8910000000002,601.318,1047.43,719.204,974.862,734.8380000000002,739.825
ENSG00000273289.1,17.0,14.0,11.0,11.0,11.0,13.0,32.0,22.0,15.0,12.0,7.0,24.0,26.0
ENSG00000255121.2,45.9714,103.562,66.0712,70.0306,76.7644,47.9944,53.1954,58.197,91.9108,61.5562,75.4429,69.1788,64.75399999999999
ENSG00000280502.1,22.2206,32.4233,27.9121,27.6686,12.1946,25.7773,18.2175,32.0537,23.0966,12.3949,21.6713,19.676,32.5931
ENSG00000259358.1,119.0,326.0,184.747,381.965,204.0,104.0,189.0,150.0,251.988,129.0,187.939,130.0,217.83
ENSG00000239726.3,5.0,2.0,7.0,11.0,10.0,0.0,18.0,9.0,4.0,4.0,5.0,4.0,3.0
ENSG00000110375.2,5.0,4.0,4.0,7.0,14.0,11.0,2.0,2.0,15.0,0.0,6.0,12.0,4.0
ENSG00000278376.1,165.0,76.0,134.0,50.0,118.0,76.0,56.0,92.0,55.0,108.0,106.0,144.0,96.0
ENSG00000110367.11,12626.0,14532.9,14060.3,9297.79,11532.5,13142.8,13493.4,10770.5,11209.9,16101.0,13760.4,14305.6,15040.7
ENSG00000019144.17,1797.05,8575.6,3840.93,7756.61,3087.35,3929.75,2103.3,2461.23,7571.96,2684.66,2607.88,3788.01,1584.63
ENSG00000243431.1,30.0,65.5607,32.0082,69.5226,51.4781,55.6083,40.4097,44.0,77.5843,29.0,47.0,23.0,60.0
ENSG00000172425.10,14.0,24.0,12.0,33.0,23.7253,35.0,13.0,23.0,26.0,12.0,11.2405,25.7249,22.0
ENSG00000255435.6,9.0,17.0,8.0,7.0,11.3381,13.0,12.0,17.3762,23.0,9.0,20.7595,14.2751,23.0
ENSG00000102796.10,131.509,256.0,180.0,249.0,216.0,253.0,118.0,232.0,316.0,145.0,174.0,200.0,123.0
ENSG00000255384.1,77.8625,107.073,69.1098,106.219,60.4971,46.0608,109.461,82.0206,79.7721,58.2398,108.946,52.3042,137.279
ENSG00000269944.1,6.0,33.0,8.0,41.0,18.0,14.0,34.0,24.0,24.0,9.0,31.0,5.0,51.0
ENSG00000110344.9,3673.29,5373.9,4594.0,3857.0,3519.95,4084.0,4299.61,3282.86,3843.71,5140.7,4860.56,3816.0,5166.77
ENSG00000160654.9,42.3227,57.9247,55.2949,72.8536,64.7938,56.5272,76.074,60.1338,85.3343,49.3765,93.9031,63.7987,86.2671
ENSG00000149573.8,66.0,67.1653,57.0,78.0,54.1869,61.102,85.5088,115.0,335.6330000000001,69.4678,229.564,212.743,70.7761
ENSG00000177098.8,1446.0,2608.0,1339.0,1688.0,1496.99,6748.0,1428.0,7218.0,9621.0,1627.0,1593.0,5352.0,1414.0
ENSG00000137648.17,166.94099999999997,268.54200000000003,187.874,228.975,176.264,182.422,210.686,242.654,228.351,152.92,238.222,188.122,234.555
ENSG00000279906.1,400.169,789.868,599.72,697.945,684.8969999999998,691.0889999999998,723.312,691.687,642.514,400.71,707.495,372.727,713.1
ENSG00000255274.9,33.1023,27.3853,28.0049,26.2252,32.2971,45.8282,38.0,62.8775,35.4442,26.7881,41.5995,37.5799,27.3744
ENSG00000254528.7,54.8847,113.582,68.35300000000001,136.70600000000002,89.23899999999998,45.6675,107.153,54.6385,49.1997,51.6175,94.0217,15.2926,86.5998
ENSG00000270403.1,16.0,66.0,24.0,42.0,49.0,38.0,59.0,40.0,39.0,22.0,31.0,25.0,51.0
ENSG00000271412.1,8.0,5.0,2.0,7.0,5.0,11.0,3.0,4.0,7.0,2.0,10.0,1.09899,4.0
ENSG00000110274.14,693.9989999999998,1427.0,781.0,1370.0,1204.0,1230.0,840.0,1253.36,1625.0,742.0,1138.0,859.0,1032.0
ENSG00000266256.1,50.7557,46.5064,66.6803,70.3857,58.5703,47.2025,41.5812,30.7108,52.4703,56.084,62.2512,111.728,58.8704
ENSG00000276505.1,8.76138,31.0,10.0,24.0,24.0,20.0,21.0,20.0,31.6449,16.0,20.7058,19.0,22.0
ENSG00000186318.16,3100.02,5731.88,5073.43,3878.64,2641.44,3226.28,3383.85,2333.42,4091.18,4100.8,3497.53,2794.07,3771.77
ENSG00000252992.1,6.0,10.0,3.0,1.0,4.0,4.0,6.0,3.0,5.0,5.0,7.0,4.0,1.0
ENSG00000167257.10,748.155,904.593,687.618,648.475,793.812,745.4639999999998,805.8969999999998,601.434,770.898,894.885,1035.81,687.91,984.708
ENSG00000168092.13,4870.51,5359.93,5283.74,3636.17,4442.8,3688.4,4993.82,2877.39,3503.35,6465.06,5518.26,3784.76,6203.87
ENSG00000013588.6,136.813,437.429,150.70600000000005,341.117,743.552,152.376,196.904,273.873,528.9019999999998,130.879,344.283,328.29,263.346
ENSG00000183397.5,34.0,82.0,25.0,78.0,71.0,29.0,49.0,82.0,93.0,29.0,37.0,36.0,51.0
ENSG00000234268.1,16.0104,40.038,19.0075,68.3084,29.0758,27.0234,24.0072,32.0216,49.1322,14.009,25.0196,19.009,6.0
ENSG00000199260.1,3.0,4.0,1.0,5.0,3.0,5.0,2.0,8.0,2.0,4.0,12.0,6.0,1.0
ENSG00000186818.12,225.49,282.276,307.502,256.793,251.028,296.991,226.944,260.112,349.487,300.426,372.835,438.565,224.046
ENSG00000160584.15,3625.46,7293.4,4720.69,6043.64,4261.47,7044.32,3768.33,7459.19,7773.13,4691.62,4896.6,5527.72,4657.06
ENSG00000109917.10,2720.06,2809.41,2569.2,1886.08,2178.3,1908.21,2196.02,1570.67,1884.1,2604.18,2582.99,1919.67,2554.35
ENSG00000137656.11,249.0,468.0,363.0,373.0,323.0,268.0,281.0,236.0,403.0,430.0,383.0,283.0,382.0
ENSG00000185385.3,9.15876,12.0325,10.3155,13.2961,15.5221,11.0881,5.00955,22.0648,15.0257,13.2337,10.225,8.01222,9.28632
ENSG00000165621.8,61.0,45.0,42.0,28.0,34.0,7.0,28.0,11.0,12.0311,50.0,65.0,10.0092,51.0519
ENSG00000257067.5,6.0,11.0,6.0,7.0,19.0,13.0,7.0,31.0,30.0,10.0,12.0,22.0,16.0
ENSG00000279818.1,28.4488,72.1571,29.0981,74.7749,48.4499,62.2594,50.5783,64.3357,62.4909,33.5318,61.0304,46.8683,50.6214
ENSG00000279771.1,33.6139,70.8564,42.2585,65.6635,47.2891,59.0434,48.9185,36.0697,78.4017,37.5043,46.0012,52.128,46.3395
ENSG00000260254.1,21.0,35.0,22.0,18.0,15.0188,16.0,40.0,22.0,20.0,27.0,34.0,35.0,37.0
ENSG00000255599.1,5.02329,2.02378,2.05938,6.03753,3.05189,3.0224,3.0350200000000003,3.01678,2.01179,4.04901,7.41447,4.0509900000000005,13.255
ENSG00000256315.1,97.0,168.0,150.0,131.0,107.0,161.0,153.0,138.0,122.0,87.0,141.0,144.0,161.0
ENSG00000255580.1,148.0,241.0,250.0,185.0,186.0,222.0,142.0,179.0,173.0,159.0,176.0,179.0,234.0
ENSG00000182985.16,4672.44,4661.68,5281.71,4014.48,3903.59,5039.02,4139.34,3173.75,4234.85,4958.77,4964.62,4663.18,4845.97
ENSG00000221788.1,1.0,16.0,3.0,16.0,9.0,3.0,17.0,9.0,7.0,11.0,10.0,0.0,21.0
ENSG00000204361.8,6.0,14.0,23.0,16.0,8.0,23.0,22.0,13.0,10.0,16.0,12.0,6.0,17.0
ENSG00000256674.1,2.0,10.0,6.0,34.0,11.0,14.0,11.0,12.0,13.0,11.0,7.0,7.0,26.0
ENSG00000076043.9,449.0,517.984,613.987,527.988,383.0,427.974,554.984,477.999,473.97,546.0,539.982,414.001,643.0
ENSG00000241035.2,4.0,15.0,3.0,9.0,9.0,2.0,11.0,9.0,8.0,6.0,10.0,7.0,16.0
ENSG00000180425.10,347.365,308.0,485.0,162.931,267.0,446.899,228.0,250.851,373.0,444.884,318.0,661.073,321.073
ENSG00000256195.2,38.7833,101.939,60.0872,64.09,58.9184,52.4283,71.9587,61.6344,82.0344,67.5072,116.801,49.94,89.2543
ENSG00000166741.7,114.413,89.7357,115.803,123.934,73.2623,13.6542,99.1679,42.6313,62.6806,105.066,108.488,45.3567,111.445
ENSG00000256947.1,9.0,45.0,21.0,84.0,11.0,7.0,55.0,19.0,16.0,20.0,55.0,7.0,42.0
ENSG00000139354.10,102.74,118.13,176.705,83.0576,65.8225,54.8245,92.427,74.8814,98.9743,121.874,95.956,65.8828,152.628
ENSG00000166736.11,20.0,14.0,11.0,30.0,21.0,92.0,30.9999,38.0,24.0,26.0,15.0,47.0,42.0
ENSG00000048028.11,630.238,1296.67,972.722,1459.75,958.821,600.4680000000002,1326.72,808.318,896.053,991.41,1332.23,704.127,1463.44
ENSG00000260115.1,23.1052,23.3727,32.8151,15.2147,26.6574,30.5964,36.0592,46.0702,27.4567,20.1943,25.7257,13.6494,50.7656
ENSG00000256167.1,3.00128,3.00469,2.00078,14.0344,2.0011400000000004,2.00073,12.015999999999998,2.00094,1.0,5.51385,7.585189999999999,9.00623,5.0
ENSG00000243353.1,1.0,9.0,4.0,3.0,6.0,8.0,6.0,1.0,7.0,3.0,5.0,4.0,6.47369
ENSG00000086827.8,619.0,647.0,705.0,640.0,559.0,563.0,497.0,551.0,718.0,832.0,677.0,646.0,583.0
ENSG00000267493.3,60.0,76.0,62.0,74.0,87.0,44.0,71.0,61.0,53.0,33.0,68.0,81.0,80.0
ENSG00000149295.13,17.0,18.0,36.0,44.0,49.0001,1619.0,16.0,2364.0,1800.0,10.0,21.0,1220.0,34.0
ENSG00000170209.4,3.0015,24.3241,9.08682,51.4529,35.4131,91.8549,14.2885,256.639,95.953,12.1665,15.5236,85.4469,17.6111
ENSG00000149292.16,197.0,383.0,375.0,268.0,311.0,531.0,107.0,284.0,597.0,204.0,256.0,609.0,159.0
ENSG00000255129.5,32.0,66.0,47.0001,38.0,50.0,64.0,78.0,55.0,47.9999,57.0,70.0,58.0,42.0
ENSG00000257379.1,45.1998,90.0228,43.4993,251.849,80.7162,75.0234,91.0078,59.7789,103.16,48.9435,87.6095,22.9704,53.32100000000001
ENSG00000149294.16,14616.0,21857.2,18128.4,20454.3,13385.1,14779.5,15273.2,11732.3,14900.7,17436.1,17081.2,13298.9,17521.5
ENSG00000254968.6,45.0,94.0,64.0,87.0,82.0,58.0,85.0,62.1769,84.0,40.0,91.0,52.0,82.0
ENSG00000213234.4,6.0041,10.0045,9.03139,9.005,6.01351,1.0,6.0128,0.0,11.0187,2.00422,12.0069,10.0,5.01544
