gene_id,H_0689_BA9_mRNASeq,H_0709_BA9_mRNASeq,C_0074_BA9_mRNASeq,C_0107_BA9_mRNASeq,H_1106_BA9_mRNASeq,H_0821_BA9_mRNASeq,H_0723_BA9_mRNASeq,C_0103_BA9_mRNASeq,C_0113_CAP_mRNASeq,H_0513_BA9_mRNASeq,C_0106_BA9_mRNASeq,H_1104_CAP_mRNASeq,C_0114_CAP_mRNASeq,H_1105_BA9_mRNASeq,H_0656_BA9_mRNASeq,C_0054_BA9_mRNASeq,H_0802_BA9_mRNASeq,H_1105_CAP_mRNASeq,H_0791_BA9_mRNASeq,H_1104_BA9_mRNASeq,H_0601_BA9_mRNASeq
ENSG00000267388.1,9.0,26.0,17.0,11.0,15.0,24.0,20.0,13.1902,22.0,80.0,43.8111,27.0,18.0,13.0,18.0,15.5407,8.0,20.0,43.0,15.0,7.0
ENSG00000011600.11,95.0,73.0,147.0,22.0,163.0,88.0,286.0,99.0,138.0,935.0,113.0,171.0,195.0,314.0,126.0,169.0,150.0,465.0,113.0,167.0,91.0
ENSG00000126264.9,30.8547,12.0,50.0,7.0,16.0,32.0,84.9383,34.0,28.0,296.868,22.9999,39.0001,86.0,67.9347,58.9963,54.0,68.8652,129.0,39.0,71.9113,25.9999
ENSG00000280194.1,6.24594,6.97313,33.4754,34.7977,34.6763,39.7745,10.4266,32.9956,39.9521,27.4747,36.0193,29.6284,40.6028,14.985,1.08536,18.0943,43.9794,55.0788,29.7578,8.33148,6.96088
ENSG00000167604.13,57.0177,89.3026,75.7233,67.2015,181.685,105.161,67.8136,75.445,158.391,446.364,147.986,156.476,99.4029,160.968,75.5763,66.7296,95.2012,161.834,180.22,137.148,84.1698
ENSG00000225872.3,31.1766,77.4742,38.0757,59.0,60.0,53.0,39.5137,69.0,31.0,352.11,99.0,61.0,43.0,55.5172,40.3052,37.1689,76.0001,26.0,73.0,57.5978,71.9504
ENSG00000267796.7,76.5816,191.367,219.625,285.942,254.484,282.567,265.203,215.536,211.532,950.02,213.382,227.813,206.597,209.286,154.52700000000004,279.011,220.727,233.999,231.894,119.354,234.482
ENSG00000161265.14,116.016,237.396,276.17900000000003,238.904,228.868,180.427,340.286,193.226,242.191,1155.52,168.15,182.541,217.539,312.75,258.694,245.045,318.399,255.549,170.28900000000004,163.21,296.77
ENSG00000126267.8,634.0,2175.0,5668.0,2182.0,2841.0,864.0,1840.0,2750.0,3098.0,9975.0,2340.0,1963.0,1937.0,2159.0,1587.0,5266.0,3900.0,4760.0,3368.0,1365.0,1717.0
ENSG00000100030.14,1421.68,2747.61,12717.0,13034.5,13224.1,10584.2,5048.31,10692.9,21427.8,13265.1,12590.6,17725.4,17891.6,3947.23,2286.51,14584.6,13401.6,19035.9,15413.4,2978.14,5868.25
ENSG00000105672.14,6.0,5.0,9.0,3.0,5.0,13.0,7.0,2.0,7.0,20.0,6.0,3.0,8.0,9.0,2.0,10.0,7.0,8.0,8.999989999999997,3.0,5.0
ENSG00000126254.11,368.0,913.0,380.999,410.001,316.999,493.0,895.0,278.0,316.0,3102.0,300.0,259.0,462.001,898.0,674.0,289.0,305.0,389.001,239.0,440.0,646.0
ENSG00000105677.11,275.0,746.0,555.0,417.0,577.0,318.0,652.0,338.0,561.0,2583.0,379.0,487.0,535.0,586.0,459.0,602.0,451.0,646.0,438.0,477.0,524.0
ENSG00000124222.22,1295.4,1688.78,1960.85,3709.68,2606.41,3145.11,2042.85,2778.05,2676.7,6736.94,2799.36,2477.32,3467.45,1507.66,1433.53,2315.32,2900.99,2014.81,3494.09,1355.3,2694.82
ENSG00000161249.20,29.0,109.129,87.6191,231.833,86.3584,192.188,157.781,202.23,343.051,664.012,143.56799999999996,597.908,317.247,121.002,190.36,142.881,286.9290000000001,255.338,121.446,109.496,128.537
ENSG00000205786.8,5.07316,1.0,134.256,245.796,213.417,253.443,6.03521,187.24400000000003,155.753,13.1101,249.958,276.447,271.695,2.06772,2.06648,150.92700000000005,272.218,137.27200000000002,212.89,8.13082,14.5689
ENSG00000126266.3,7.32907,24.2253,33.5522,78.0715,31.2559,34.6825,7.13427,34.4164,42.7937,79.3568,38.8124,47.6803,60.8038,16.1895,25.0173,23.4721,38.0492,35.8885,59.521,4.161969999999998,34.0481
ENSG00000105697.7,176.424,125.774,91.7115,61.1452,62.6744,182.687,568.839,63.7919,78.3782,371.607,60.9212,123.426,274.059,126.559,32.4693,94.4306,117.714,250.264,66.4967,231.422,24.4535
ENSG00000105699.16,231.0,123.0,152.0,232.0,163.0,267.0,116.0,181.0,170.0,543.999,108.0,116.0,272.0,236.0,200.0,93.9999,140.0,132.52200000000002,152.0,90.0,149.0
ENSG00000089327.14,122.0,156.0,76.0373,69.8384,77.5489,129.14600000000002,138.016,66.7664,91.1733,628.0,113.729,127.55,178.08,163.0,204.02,64.0,131.703,101.259,104.652,132.0,94.0
ENSG00000266964.5,651.371,1419.12,550.628,553.757,618.884,651.872,1220.87,765.2660000000002,699.852,4821.46,486.733,778.564,706.102,532.033,1092.38,609.765,612.135,1005.35,633.063,720.679,517.2869999999998
ENSG00000153902.13,872.0,2220.0,818.0,1050.0,833.0,1717.0,3108.0,937.0,514.0,8329.0,957.999,771.0,794.0,1462.0,1615.0,1002.0,1052.0,852.0,1116.0,1757.0,1264.0
ENSG00000089356.17,30.0,59.0,32.4446,65.7979,46.1259,135.628,47.1965,22.6561,43.2724,131.00799999999998,75.76899999999998,55.4843,65.8255,19.0,13.0,40.6121,55.1891,67.532,107.131,47.0,21.0
ENSG00000227392.1,38.0,32.5341,44.2378,179.25,133.61,180.175,62.9039,88.7012,88.2203,77.9335,82.4265,102.177,207.135,47.8333,41.8206,81.9465,94.784,93.7187,83.1285,20.4813,55.8799
ENSG00000276488.1,4.0,7.0,9.19544,32.8847,12.7046,21.3704,7.050560000000001,28.8375,25.6893,13.0,23.5593,25.5624,26.8222,4.0,4.04576,15.297,18.9315,12.0491,21.5937,1.0,6.0
ENSG00000105707.13,58.0,112.0,43.1993,155.839,121.0,285.0,83.9999,54.9055,67.0,165.0,60.3257,73.0001,141.0,78.0001,99.0001,66.832,28.0,61.2326,40.5973,62.9999,102.0
ENSG00000271032.1,5.0,11.5419,43.636,73.4938,60.0313,64.3413,11.0197,44.4016,61.6637,22.3536,48.5693,65.4178,59.6774,7.0,7.81678,30.9639,69.7677,37.9414,55.1386,6.3086400000000005,8.40015
ENSG00000180884.9,25.0,9.0,91.0,164.0,172.0,226.0,23.0,142.0,257.0,47.0,141.0,312.0,339.0,16.0,9.0,138.0,179.0,253.0,190.0,3.0,22.0
ENSG00000168661.14,51.0,162.0,244.0,331.0,279.0,368.001,160.0,246.0,315.0,480.0,404.001,345.0,372.0,81.0,113.0,291.0,309.0,233.0,421.0,86.0,129.0
ENSG00000274104.1,10.0,34.0,51.0,29.0,33.0,24.0,37.0,23.0,36.0,123.0,27.0,29.0,39.0,19.0,20.0,29.0,51.0,61.0,51.0,11.0,27.0
ENSG00000089335.20,572.9780000000002,747.921,1774.93,2342.18,2368.27,1534.32,1075.88,1719.59,1541.27,3218.49,1899.15,1461.14,2056.61,538.7959999999998,727.409,1995.57,2001.65,1565.27,2627.51,702.6619999999998,936.576
ENSG00000279329.1,36.0,33.0,119.483,180.566,155.36,143.63299999999995,49.0,143.665,144.015,154.254,156.64700000000005,142.482,209.624,29.0,25.0,138.0,149.19799999999995,158.502,154.66299999999995,28.0,52.0
ENSG00000279971.1,2.16558,8.0,66.3842,154.239,62.378,104.577,4.2785199999999985,99.9528,84.4468,1.30987,108.317,101.366,161.38,1.22451,8.0,66.8068,84.6087,81.6359,143.811,6.0,4.88381
ENSG00000126249.7,32.0,130.0,142.489,113.551,125.454,107.223,178.338,120.977,113.611,575.261,128.195,49.2309,145.011,173.435,107.0,156.78799999999995,113.625,135.765,104.062,94.9874,130.725
ENSG00000105220.14,2099.41,6393.68,11177.1,14937.6,11608.9,12375.2,11764.0,11981.2,10704.5,32952.5,12042.5,8381.56,13108.5,9304.98,4659.46,13622.0,15761.1,10684.6,15181.8,5663.05,8768.3
ENSG00000277013.1,9.0,10.0,55.8777,91.431,91.6069,110.513,12.0,91.3614,116.515,56.8648,108.957,107.803,125.674,6.0,5.0,65.7108,117.254,94.6028,101.71,9.93039,7.7425
ENSG00000266985.1,8.6275,5.62756,177.543,415.76,367.206,476.111,10.5534,377.639,307.163,42.1335,402.79,261.796,420.215,10.9923,11.0,244.874,440.17800000000005,186.571,383.255,12.263,18.1297
ENSG00000124299.13,536.0,682.0010000000002,670.9860000000001,741.0,890.0,572.0,692.9989999999998,628.0,627.0,3122.0,463.0,493.0,743.0,933.999,598.0,1022.0,624.0,731.0,762.0,510.0,711.0
ENSG00000153879.8,484.0,1199.0,1192.0,1264.0,1421.0,1414.0,1076.0,1123.0,1196.0,2838.0,1619.0,1272.0,1492.0,869.0,423.0,1761.0,1272.0,1305.0,2284.0,651.0,694.0
ENSG00000130881.13,1251.36,2092.88,1096.26,1208.43,891.297,1636.82,2795.75,1131.4,1290.01,8735.57,974.442,1603.85,1737.94,2263.93,1540.29,793.377,800.556,1040.93,1103.17,1773.42,1970.59
ENSG00000121289.17,144.775,214.975,688.7389999999998,1091.95,817.802,1018.33,338.372,992.461,940.359,968.126,894.47,1062.4,1157.56,261.127,199.049,827.075,1074.47,944.698,1056.4,175.28799999999995,318.502
ENSG00000173809.16,1.32672,12.4929,60.0285,62.6023,41.247,150.472,5.73855,46.8985,156.725,20.8401,117.621,123.913,574.538,10.3412,7.24717,72.964,65.2068,95.2639,84.52,10.0199,11.4652
ENSG00000267475.1,7.0,18.0,32.7125,54.0,35.6657,33.5468,42.0,36.0,47.0,83.0,35.0,20.0,36.0,28.0,21.0,48.7523,35.0,46.0,34.0,9.0,30.0
ENSG00000185721.11,196.0,648.0,1730.0,1558.37,1616.0,882.0,791.0,1128.0,1144.76,2667.0,1235.74,877.4760000000001,1011.14,746.0010000000002,428.0,1824.84,1559.0,1470.99,1573.75,424.0,659.0
ENSG00000105186.15,257.0,489.0,1188.0,1836.87,1242.57,1982.29,704.0,1379.17,1038.59,2209.03,1293.31,1224.5,1432.86,422.0,445.0,1303.58,1331.51,905.668,1485.27,372.0,592.0
ENSG00000105185.11,377.0,873.0010000000002,1278.0,954.0,1085.0,625.97,1426.0,844.9989999999998,858.977,4432.0,660.6560000000002,607.501,790.9989999999998,866.0,672.0,1261.0,1061.67,916.656,882.0010000000002,778.0,861.0
ENSG00000178904.18,533.289,468.436,1253.65,2172.58,2067.27,1663.99,634.388,1795.62,3161.1,2406.49,1196.03,2034.48,3647.29,438.099,354.936,2172.73,2085.7,3195.5,1406.98,355.209,649.544
ENSG00000267636.1,1.0,9.0,12.0,55.0,20.0,31.0,24.0,27.0,3.0,64.0,12.0,2.0,8.0,7.0,19.0,35.0,40.0,4.0,18.0,6.0,14.0
ENSG00000278875.1,10.0,14.0,54.0,152.0,66.0,153.549,4.0,107.0,44.2426,43.0,98.8308,51.0,57.0,9.0,7.0,61.0,138.0,37.3125,136.0,7.0,13.0
ENSG00000121297.6,124.0,301.0,777.0,1274.0,880.0,1057.0,366.0,1054.0,217.0,1186.0,926.293,224.0,328.075,262.0,233.0,970.0,1022.0,241.0,1176.0,232.0,400.0
ENSG00000280061.1,33.4719,25.7253,130.543,471.427,265.44,367.706,85.1286,241.999,149.747,173.673,162.709,90.2568,250.329,38.9977,75.857,272.04,271.034,135.201,219.362,17.4179,102.017
ENSG00000131943.17,343.2680000000001,784.0,1432.7,1482.21,1326.0,1229.19,1011.06,1213.24,1148.37,3304.04,1370.18,937.011,1213.6,823.128,539.0,1564.58,1597.06,1093.46,1766.85,644.78,1019.73
ENSG00000105171.9,168.231,368.108,652.909,683.049,716.002,470.298,393.009,454.877,591.794,1708.79,509.693,414.417,574.732,411.225,314.249,731.3839999999999,614.942,554.375,576.683,287.124,426.831
ENSG00000187135.7,255.0,709.0,429.0,484.0,473.0,474.0,1052.0,466.0,478.0,3038.0,466.0,439.0,511.0,867.0,648.0,575.0,459.0,373.0,425.0,777.0,720.0
ENSG00000266248.1,3.0,9.0,7.0,27.0,18.0,53.0,15.0,28.0,46.0,17.0,24.0,70.0,66.0,11.0,1.0,18.0,33.0,30.0,29.0,9.0,16.0
ENSG00000267498.1,1.0,4.27684,12.5297,40.9913,24.8337,32.9455,17.0,33.963,32.9681,28.3556,16.5727,24.4928,39.6975,10.4697,9.0,30.2498,23.631,34.2975,12.5035,2.02704,7.0369100000000016
ENSG00000267339.5,5.0,8.0,9.17526,46.1721,24.5269,27.0728,1.0,22.5682,38.757,22.0,19.0,15.117,40.491,3.00948,3.0,38.3881,37.9066,21.6852,31.7712,5.0,5.0
ENSG00000267623.3,1.0,7.0,54.4668,101.508,60.3988,34.5914,8.0,87.279,42.2786,76.1814,28.0,13.6458,57.992,22.0595,13.0,70.2286,84.6876,39.0259,24.602,1.0,19.3533
ENSG00000281468.1,11.0,55.0,50.0,75.0,40.0,36.0,39.0,44.0,71.0,144.0,61.0,26.0,55.0,25.0,22.0,70.0,46.0,24.0,43.0,16.0,21.0
ENSG00000261770.1,2.20231,4.02254,271.026,380.611,439.642,518.2330000000002,40.733,295.765,203.557,25.3854,241.916,312.793,296.61,3.01228,3.01652,236.613,313.39,112.184,321.176,24.0702,18.4976
ENSG00000261824.6,75.0,167.03400000000005,980.617,1300.91,1202.72,1027.77,224.174,922.347,801.675,798.596,1060.77,784.347,955.392,160.0,135.09799999999998,1020.88,1293.66,648.934,1250.76,137.339,221.699
ENSG00000279882.1,17.0,17.0,107.0,325.0,218.0,257.0,27.0,202.0,231.0,61.0,153.0,208.0,299.0,25.0,25.0,163.0,271.0,149.0,194.0,12.0,80.0
ENSG00000269421.1,5.0,1.04747,11.2561,12.0732,8.034289999999999,16.1776,2.04271,20.7485,6.34035,7.843439999999998,21.5936,16.3798,15.4033,1.0,1.0,8.13336,12.3789,8.22043,11.4155,5.0,1.0
ENSG00000213967.10,9.39966,18.1429,157.539,291.387,211.187,312.078,38.3237,264.49,197.599,101.204,297.774,252.04,231.448,8.87075,23.3695,241.374,293.529,148.954,275.6,24.3435,36.0049
ENSG00000233836.7,13.0,3.0,141.043,242.0,138.064,188.0,16.0,183.207,200.0,36.0,202.0,201.0,199.0,12.0,5.0,177.028,186.0,124.0,130.109,14.0,13.0
ENSG00000196172.9,40.4835,41.303,480.426,466.989,439.103,352.265,112.352,436.398,210.681,340.995,503.529,203.23,286.637,64.2474,71.5959,506.337,496.26,168.174,381.419,62.9223,136.931
ENSG00000269416.5,5.06874,2.00138,147.675,379.565,189.508,320.936,7.41656,264.392,185.888,21.0834,275.275,288.285,302.452,2.47147,9.12632,171.65599999999995,302.271,176.85,264.371,6.0006,15.3697
ENSG00000267934.1,65.0,78.0,172.0,560.872,256.78700000000003,539.336,110.0,397.495,289.596,432.0,491.125,569.0,430.656,61.2473,132.0,279.468,504.544,144.937,360.1269999999999,41.3274,78.637
ENSG00000167232.13,233.993,271.095,8841.16,10450.5,9336.64,7484.79,383.562,9316.19,8910.02,1054.2,8473.78,8727.31,9984.98,229.366,208.149,9547.07,8935.49,6885.91,8492.99,267.705,702.043
ENSG00000269837.1,55.5825,106.498,310.673,508.288,323.6040000000001,610.396,147.762,534.984,513.5419999999998,530.138,541.44,795.7080000000002,794.515,137.825,120.001,427.039,508.231,595.632,424.05800000000005,121.689,181.468
ENSG00000196081.9,8.88218,5.61417,94.9223,80.3492,95.3303,104.407,7.48096,75.2786,53.8569,14.9436,60.3734,50.901,43.7343,2.00345,1.16456,87.0538,108.583,79.5528,74.0586,3.70928,13.9423
ENSG00000197360.9,9.36057,13.0,185.909,90.4517,168.65200000000004,136.259,16.0,170.96900000000005,156.966,63.2281,99.3792,56.2679,122.877,10.646,11.0,191.153,166.662,49.8741,89.6795,10.0,23.9973
ENSG00000171873.7,8.0,33.0,139.0,48.0,83.0,22.0,25.0,68.9999,35.0,342.0,26.0,16.0,23.0,98.0,26.0,47.0,29.0,16.0,39.0,27.0,138.0
ENSG00000160321.14,13.0,11.0,461.771,308.934,167.736,176.22,82.9133,525.849,969.721,47.1893,230.958,306.336,509.722,24.0319,31.5247,260.47,347.969,310.98,279.13,33.0485,28.1999
ENSG00000197020.10,94.4696,58.1237,498.585,658.591,688.0310000000002,908.525,109.331,548.816,627.0790000000002,305.051,450.122,625.22,762.194,80.0813,80.9889,575.061,942.809,369.016,457.133,67.8442,139.108
ENSG00000268240.1,1.01363,5.02202,11.2167,37.794,20.1702,36.3258,6.16097,18.3744,30.5476,12.1122,41.4887,31.2849,33.3883,5.01481,7.0,12.9488,27.1037,30.2061,41.5034,2.01076,2.00149
ENSG00000268555.1,6.0,8.0,5.0,8.0,2.0,9.0,8.0,17.0,15.0,14.0,11.0,13.0,9.0,3.0,5.0,16.0,16.0,14.0,9.0,7.0,1.0
ENSG00000197013.9,64.158,69.2464,653.793,887.185,706.545,685.921,114.195,679.959,643.857,362.696,694.7230000000002,521.531,690.1560000000002,84.3534,90.6752,629.191,851.073,418.85,816.758,65.6173,180.284
ENSG00000268119.5,37.9082,64.3904,371.227,829.16,493.21,795.717,77.3256,646.828,643.112,214.532,773.1419999999998,819.9760000000001,896.045,46.6857,45.0716,421.778,756.677,484.884,817.193,56.3542,79.0419
ENSG00000196705.8,238.127,160.63299999999995,982.316,1286.02,1299.22,1464.54,234.999,1099.3,1485.12,719.921,1452.86,1681.5,1593.94,156.04,166.015,1278.98,1296.47,1111.38,1508.23,177.924,326.615
ENSG00000160352.15,87.7797,44.2063,1126.55,1036.43,1074.81,849.248,103.996,1116.41,1424.49,373.03,625.857,1191.44,1043.83,85.8976,47.2697,700.513,947.171,1167.79,911.6,77.8716,210.49400000000003
ENSG00000118620.12,69.2987,94.0639,535.691,943.851,791.643,946.266,134.27100000000002,712.834,1058.09,353.754,918.944,1151.57,1340.52,81.2041,71.9601,774.34,900.2869999999998,922.071,839.547,101.436,155.993
ENSG00000280223.1,2.0,4.1645,123.649,206.556,194.975,145.69,8.42886,160.11,143.338,21.7358,194.266,180.32,159.359,6.61049,6.23977,170.023,252.729,109.12,190.308,2.12301,7.8193800000000016
ENSG00000231205.11,28.4965,49.6181,314.404,496.95,355.725,359.196,88.0671,375.241,366.203,248.649,385.208,405.11300000000006,595.2130000000002,63.3288,60.1392,331.957,438.171,322.003,279.411,52.4148,66.4624
ENSG00000280079.1,12.0,19.0,115.0,190.0,136.65,195.0,33.7558,121.349,107.698,76.0,177.0,127.0,168.0,13.0,17.0,110.0,189.911,66.0,191.748,16.0,13.0
ENSG00000267890.1,24.7398,102.785,28.4753,23.692,12.9281,8.76843,84.2361,26.4044,17.6945,459.13,18.6498,14.823,10.7685,77.455,72.8225,25.9043,30.9654,11.7279,21.8256,72.5765,27.8283
ENSG00000213988.9,10.1836,5.84112,87.0973,97.2481,97.9882,110.133,12.3985,131.548,111.442,54.4059,80.375,100.76,156.744,11.1874,26.8337,122.764,143.674,71.0758,81.2527,11.053,20.1871
ENSG00000130821.15,1381.99,1959.99,1127.0,3149.0,1546.0,3065.99,2897.0,1518.99,1604.0,7653.99,1434.0,1577.98,2641.99,2610.98,1813.97,1540.0,1250.0,1765.99,1670.0,1694.99,2143.99
ENSG00000184635.13,18.012,29.1168,297.733,406.901,309.579,479.30300000000005,46.3387,298.129,398.047,120.253,318.083,478.231,498.80300000000005,40.5078,36.7102,328.792,392.792,295.045,341.2990000000001,30.1079,45.066
ENSG00000079432.7,1289.0,1556.0,1383.0,2193.0,1176.0,4480.0,2260.0,2139.0,1753.0,4617.0,1380.0,3122.0,3253.0,1680.0,1008.0,1264.0,1509.0,1696.0,1736.0,1505.0,2019.0
ENSG00000081665.13,177.067,345.56,1450.51,1814.36,1675.25,1953.45,450.213,1382.56,1677.88,1432.49,1629.17,1789.93,2107.49,277.801,311.531,1455.2,1602.45,1276.85,1723.27,248.393,410.014
ENSG00000266904.5,29.5665,61.7792,380.769,643.191,414.851,627.016,107.456,522.5419999999998,629.805,288.546,495.005,611.82,647.2230000000002,68.7221,59.034,414.274,647.1419999999998,402.629,505.889,40.0249,96.8321
ENSG00000232871.8,9.16746,12.0713,19.1303,46.2625,32.3914,57.2096,15.015999999999998,51.4903,28.628,49.0536,52.598,48.6971,60.6128,10.0119,11.0184,32.4679,43.2798,38.1051,34.652,5.060230000000002,21.0704
ENSG00000275540.1,3.0,7.0,17.0,35.0,5.0,27.0,8.0,34.0,19.0,13.0,6.0,17.0,41.0,13.0,1.0,25.0,12.0,20.0,22.0,2.0,5.0
ENSG00000105708.8,50.3502,93.0,627.8340000000002,924.459,689.82,670.018,126.264,688.556,662.867,364.06,695.3810000000002,512.242,769.311,85.105,115.0,845.785,763.8689999999998,823.18,752.079,73.0305,105.089
ENSG00000167757.13,2.0,4.0262400000000005,36.5602,38.0216,50.6236,77.8004,5.02269,46.2813,33.6506,9.00441,73.4643,66.4444,59.4331,2.07303,5.0,28.8778,87.0185,36.1054,70.5208,2.0386900000000003,6.01264
ENSG00000064547.13,25.0,89.9999,34.0,54.0,43.0,79.0,103.0,54.0,21.0,420.0,77.0,34.0,47.0001,83.0,77.0,30.0,47.0,33.0,59.0,94.9999,69.0
ENSG00000160161.9,1.0,10.0,5.00001,28.0,13.0,25.0,24.0,6.0,11.0,69.0,18.0,61.0,11.0,38.0,4.0,8.0,14.0,34.0,27.0,12.0,19.0
ENSG00000186010.18,929.346,2651.36,4112.84,2039.45,3202.53,1106.75,2862.33,2192.94,2734.31,13943.2,1500.01,1691.53,1840.57,2859.05,2451.91,4092.44,2613.03,4219.56,2286.0,1719.48,2032.9
ENSG00000167491.17,458.722,489.807,545.68,842.3,528.151,869.8,616.5169999999998,675.875,768.0089999999999,2088.8,531.379,789.0139999999999,1130.2,610.514,390.777,634.303,715.922,1002.66,810.038,418.61,574.0
ENSG00000105705.15,312.0,712.0,724.427,827.133,645.818,775.9060000000002,817.0,702.13,609.563,3099.46,568.78,603.692,705.669,667.0010000000002,692.0,676.9760000000001,724.666,606.979,750.034,500.077,680.081
ENSG00000130287.13,1322.0,2744.0,7544.0,4450.0,5395.99,4398.0,2073.0,5929.0,5852.0,7724.0,3312.0,2670.0,6347.0,1544.0,1592.0,5065.0,4229.0,3275.0,4189.0,1312.0,2597.0
ENSG00000184162.14,62.3962,220.211,207.452,199.732,178.703,212.0,261.943,120.631,157.234,759.956,130.859,138.28,155.945,188.254,145.685,137.75799999999998,134.0,112.299,174.99900000000005,107.908,159.39600000000004
ENSG00000064490.13,148.60399999999996,357.81699999999995,211.913,236.578,245.551,267.905,319.099,231.439,255.766,1450.29,132.259,256.796,321.611,277.831,293.436,253.552,199.016,316.82,188.076,212.092,224.623
ENSG00000181035.13,245.655,853.211,498.07,584.714,472.005,673.8560000000001,683.268,545.8480000000002,571.808,2043.72,643.314,507.26,587.08,433.358,333.159,503.511,427.185,359.366,708.2610000000002,325.235,625.125
ENSG00000065923.9,287.64,542.456,4084.06,4052.97,3700.89,2964.37,830.944,4206.0,17770.6,2848.22,4365.74,24198.3,15244.1,730.765,344.028,4444.28,5054.49,18964.8,5507.33,571.499,966.536
ENSG00000064607.16,1571.84,2989.94,5400.26,6618.98,5472.87,6809.43,4117.46,6509.49,5826.54,14606.9,5200.77,5510.72,8111.81,3486.36,2674.73,5535.26,6832.52,4111.03,7566.9,3054.94,4599.63
ENSG00000051128.18,247.445,486.898,149.0,168.93,157.128,278.557,360.894,144.208,162.171,1611.24,91.1655,146.066,245.0,452.764,439.23800000000006,137.335,113.245,212.715,152.594,248.969,308.659
ENSG00000269694.1,10.7041,17.7345,53.4721,53.4566,57.8464,50.6431,34.1345,92.6124,53.3438,36.0008,50.3169,52.4487,87.4456,14.4997,7.8243800000000014,43.1333,59.2366,50.8933,45.4867,9.01603,26.5692
ENSG00000005007.12,909.0,1722.0,1419.0,2673.0,1434.0,3448.0,1794.0,1449.0,1596.0,4385.99,2268.0,2133.0,2325.0,1246.0,1089.0,1543.0,1734.0,1486.0,2564.0,1328.0,1656.0
ENSG00000105662.15,678.0,2290.79,1337.37,3205.84,1287.08,4685.61,3130.29,2507.42,2213.3,7361.61,2109.63,4221.75,4502.56,2062.03,1386.56,1450.54,1963.63,2027.39,2091.9,1730.0,2429.41
ENSG00000167487.11,190.976,483.467,480.4380000000001,669.008,371.658,663.862,577.295,523.669,463.122,1680.67,491.799,495.969,608.422,572.366,338.242,463.288,476.951,571.57,489.405,311.645,594.452
ENSG00000105701.15,3782.0,11268.0,5518.0,6554.0,4957.0,6370.0,13360.0,4962.0,4553.0,44999.9,4429.97,4412.0,5552.0,11787.0,7851.01,5733.99,4768.01,5029.0,5359.0,7214.0,8799.0
ENSG00000105656.12,188.0,250.485,237.0,357.899,244.857,394.0,317.0,300.0,373.857,929.23,282.969,588.0,588.0,350.0,159.19799999999995,320.0,287.0,410.932,360.922,212.322,250.0
ENSG00000130513.6,14.0,13.0081,3.00639,3.0120400000000003,3.03296,13.0256,74.0,6.2214,22.0,35.0,7.18023,15.5952,12.0419,8.134839999999999,33.0,3.00506,8.03616,6.01696,9.21346,35.0,5.0
ENSG00000130520.10,412.0,1173.0,936.999,873.0,749.0,502.0,1356.0,629.001,625.0,5581.0,512.999,377.0,694.0,1394.0,886.0,878.0,668.0,789.9989999999998,651.999,723.0,967.0
ENSG00000105649.9,632.972,4884.91,4078.0,4499.99,3412.95,3363.0,5316.95,2985.99,2221.0,22022.7,2821.99,1434.0,2512.0,7643.88,2915.87,4080.98,3336.0,1983.0,3375.0,3927.95,5821.0
ENSG00000167565.12,92.0,100.0,65.0,84.0,84.0,99.9999,167.0,59.0,77.0,349.0,27.0,54.0,99.0,156.0,84.0,78.0,92.0,207.0,66.0,77.0,62.0
ENSG00000254858.9,65.0286,174.081,164.149,117.756,157.17700000000005,97.6335,196.056,91.2157,111.904,590.332,83.0028,79.8284,126.952,285.127,107.125,119.021,90.4803,202.829,103.494,95.0511,167.0
ENSG00000216490.3,114.021,84.2946,51.8291,20.3224,41.0304,114.607,206.52,32.5271,96.5371,346.2940000000001,56.4321,219.347,260.409,755.447,64.0,74.7819,66.3694,1073.6,96.2844,164.058,43.0038
ENSG00000105643.9,1041.0,629.0,396.0,892.0,611.0,1648.99,753.0,412.0,368.0,2405.0,389.0,491.0,877.0,705.054,628.0,765.0,478.0,310.0,613.0,811.0,621.0
ENSG00000105642.15,478.706,1218.22,811.342,786.07,883.9810000000001,916.197,1276.14,796.025,481.696,4821.08,526.743,444.234,611.182,1354.12,1005.83,646.672,547.004,339.028,749.092,1122.67,1171.08
ENSG00000105639.18,188.737,219.858,290.079,363.333,221.889,689.68,319.322,360.271,220.898,1031.33,324.844,486.818,615.869,272.199,137.304,323.582,407.0630000000001,430.474,395.573,231.301,138.606
ENSG00000269752.1,2.23863,5.2149800000000015,11.6845,28.2432,22.0579,10.8457,5.52474,45.6429,12.4548,39.4,36.2775,37.7131,28.2689,3.52237,2.2156,18.5988,47.1174,24.1179,42.4426,2.12686,8.0
ENSG00000130477.15,550.0,2766.91,13514.4,15964.8,14063.0,11986.9,4272.16,14242.3,10538.4,14580.8,11686.0,8282.36,8691.14,4364.26,2034.34,13867.5,15813.6,7130.04,16156.4,2404.0,5856.28
ENSG00000130309.10,589.0,669.9789999999998,415.149,599.821,538.057,964.133,631.069,569.35,481.358,1905.0,664.534,737.023,877.962,662.5830000000002,417.103,527.686,609.582,537.1519999999998,837.0369999999998,542.9209999999998,606.0
ENSG00000171773.2,4.0,11.294,15.639,23.3958,12.3607,23.8003,7.73676,17.4538,12.5322,19.0342,11.1074,25.1195,15.7149,4.14858,5.0,21.1023,13.3314,14.6531,9.19596,3.1478,12.0
