gene_id,Gene name,HGNC symbol,H/C,Log2FC,C_0113_CAP_mRNASeq,H_1104_CAP_mRNASeq,C_0114_CAP_mRNASeq,H_1105_CAP_mRNASeq
ENSG00000267521,RP11-87G24.6,,2.156795111680878,1.1088891318059313,39.455327960662274,98.2068620706287,34.86189408210497,62.08015914491408
ENSG00000264169,RN7SL665P,RN7SL665P,2.158386452589617,1.1099531981527497,4.597324430995324,10.226466623574279,4.743258291405231,9.934120583747724
ENSG00000280852,CTD-2319I12.10,,2.158792393796066,1.1102245092973657,7.31722937886879,16.56491324020794,14.944868847948621,31.494335081786375
ENSG00000260268,LINC00919,LINC00919,2.1588129951200865,1.110238276849202,5.191490521139771,7.236295099941063,5.101740597381216,14.984866000496506
ENSG00000272668,RP11-190A12.8,,2.15884940216648,1.1102626068039108,18.689365876103174,128.18579891324163,77.37639906028178,79.20572028833865
ENSG00000161944,ASGR2,ASGR2,2.1588616896472606,1.1102708181395977,5.194439287755778,15.506346642730849,11.904061393889506,21.40695142928072
ENSG00000230534,RP11-297A16.2,,2.1609571608600437,1.111670472277304,8.306384833823634,36.181475499705314,11.904061393889506,7.492433000248251
ENSG00000242735,RPSAP26,RPSAP26,2.161709204340675,1.1121724630946945,3.6833313758055413,7.614608607765981,6.8739067199905435,15.207070156332435
ENSG00000228314,CYP4F29P,CYP4F29P,2.1619116094328255,1.1123075391503832,234.61487792945283,683.0576708816224,120.88914461534617,85.51060265804756
ENSG00000168398,BDKRB2,BDKRB2,2.162362942921333,1.1126086932885573,29.290804839512287,9.496386473376797,29.054752818125852,116.66788528957993
ENSG00000137193,PIM1,PIM1,2.1625712770045395,1.1127476838644317,213.88940947095858,300.82312486897837,340.96632992497797,899.0919600297902
ENSG00000260278,RP11-109G23.3,,2.1656388624179104,1.1147926820793188,31.41329382417507,36.07179394111906,17.693856739837535,70.27655974291424
ENSG00000184566,RP13-786C16.1,,2.166305855900887,1.1152369482278366,7.268086729595681,1.0337564428487231,14.454931692580113,46.02494557295355
ENSG00000274963,RN7SL600P,RN7SL600P,2.166666410880687,1.1154770471024655,6.2297886253677275,9.021871590980377,12.75435149345304,32.11042714392108
ENSG00000274642,CH17-472G23.1,,2.1671524840662255,1.1158006671679201,66.9007655795302,180.76161784008488,50.220769179531075,73.05860715066356
ENSG00000231528,FAM225A,FAM225A,2.1691743387115796,1.1171460085136447,47.30320035165884,30.61335317158923,108.06251846343021,306.4019771975808
ENSG00000156049,GNA14,GNA14,2.169577847860756,1.117414353247391,137.05534975809,287.384291111945,194.71643280004972,432.4204188714705
ENSG00000200612,SNORD114-25,SNORD114-25,2.1702699637340457,1.11787451322992,18.94084167694719,26.51523250520404,15.573743405585814,48.3907348101605
ENSG00000276393,RP11-106D4.3,,2.1709114719218694,1.1183008951730462,8.306384833823634,33.08020617115914,11.904061393889506,10.794883397243387
ENSG00000184961,RPL7AP49,RPL7AP49,2.1714400061756423,1.1186520937135005,1.881977611799421,8.08365491857973,6.999596602508024,11.202150648185453
ENSG00000265971,RP11-269G24.6,,2.1738842494179855,1.1202751247090952,12.459577250735451,32.04644972831041,4.251450497817681,4.281390285856144
ENSG00000171017,LRRC8E,LRRC8E,2.17513364404853,1.12110404541319,9.488518374430287,27.874105349328683,13.359417928302452,21.82320959982308
ENSG00000263006,ROCK1P1,ROCK1P1,2.1753336173624094,1.1212366750785165,124.55112568887272,4748.498194839039,3082.8883110865168,2228.752637632418
ENSG00000142089,IFITM3,IFITM3,2.1777682192333834,1.1228504155991186,686.6763746349493,2036.4795172831275,1733.9200739309586,3235.0184999929024
ENSG00000168079,SCARA5,SCARA5,2.178200753334839,1.1231369258149468,8.306384833823634,11.371320871335952,22.957832688215472,56.728421287593896
ENSG00000241136,PAICSP6,PAICSP6,2.178295581106133,1.1231997320449554,2.0765962084559093,11.63689290150379,11.120093922091923,17.109398895095467
