gene_id,Gene name,HGNC symbol,H_1105_CAP_mRNASeq,H_1104_CAP_mRNASeq,C_0113_CAP_mRNASeq,C_0114_CAP_mRNASeq,H_CAP_L2FC,C_CAP_L2FC,all_L2FC,Entropy,Weighted,T-test Statistic,p-value
ENSG00000234556,LINC00701,LINC00701,22.232574233229748,23.23430533916006,43.80566311449788,84.99883936229959,0.0635815089706695,-0.9563257509383928,-1.502295125731556,1.7725054486021632,-0.155633479774279,-2.022494989678144,0.2920991673724718
ENSG00000238082,AC009948.7,,6.9698190219585365,6.775640523195971,14.587330764340711,20.26866072339403,-0.04076386008048304,-0.47453484558073594,-1.3424515254744196,1.8454184049833477,-0.0030829565380726676,-3.7136044992341026,0.16700055875489533
ENSG00000251011,TMEM108-AS1,TMEM108-AS1,16.30828814773185,13.522131195001574,32.8214942197666,40.46044659825139,-0.27028280313296055,-0.30187132433149483,-1.2966734540730138,1.8604115636219576,-0.00210400447887793,-5.343807873274398,0.081039674662933
ENSG00000154478,GPR26,GPR26,67.53794287167949,45.789316759074076,157.7255138894339,150.94858923193786,-0.560687199041916,0.06335877781688148,-1.4455895226344357,1.831938900125266,-0.02774476093355105,-8.575357624529055,0.051224765737939
ENSG00000278816,RP5-1116H23.4,,3.433323820575126,3.8634660557147353,8.20537355494165,14.005539207087018,0.17028978825302074,-0.771356607632715,-1.6059348673858418,1.7688648879497237,-0.10953419970395306,-2.564285256435706,0.23452415647575325
ENSG00000259676,RP11-343B18.2,,15.449957192588071,21.249063306431047,11.852206246026823,6.224684092038674,0.4597964054480056,0.9290831105083767,1.021595037199821,1.879364806606664,1.0724598399407168,2.3045031108772944,0.1478052942700396
ENSG00000261447,RP11-109D9.4,,16.30828814773185,11.590398167144206,6.3819572093990615,7.002769603543509,-0.4926752244694084,-0.13392668701742327,1.0596094970968262,1.8943958904979228,0.5818508690269792,3.0500738252612796,0.19493388674826181
ENSG00000267264,CTC-459F4.6,,12.874964327156725,17.38559725071631,33.73320239253789,28.011078414174037,0.43332419408681455,0.26817175655392234,-1.0288667487863925,1.904345621822941,0.39424370591932134,-4.321014796825868,0.05447946245688632
ENSG00000281468,CTC-459F4.9,,20.59994292345076,25.112529362145782,64.7312802667619,42.79470313276589,0.2857670056729567,0.5970307983473074,-1.2340255737801495,1.8558985574260858,0.3761676969165501,-2.7600355120276334,0.20533459890314595
ENSG00000260278,RP11-109G23.3,,56.356036353543885,33.7028495503761,27.583366083926407,16.191337026006398,-0.7416995719012082,0.7685764007061106,1.040771236564932,1.8647090201898013,0.7330892713899089,1.8253477778824467,0.25218050409280707
